question,passage,seq_label
"['Di', 'kawasan', 'manakah', ',', 'rumah', 'Hosni', 'Mubarak', 'terletak']","['Presiden', 'Hosni', 'Mubarak', 'yang', 'didampingi', 'istrinya', ',', 'Suzane', 'Mubarak', ',', 'dan', 'putranya', ',', 'Jamal', 'Mubarak', ',', 'memberikan', 'suaranya', 'di', 'TPS', 'yang', 'terletak', 'di', 'sebuah', 'sekolah', 'di', 'dekat', 'rumah', 'pribadinya', 'di', 'kawasan', 'Heliopolis', ',', 'Cairo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
"['Bangunan', 'suci', 'umat', 'apakah', 'percandian', 'yang', 'ditemukan', 'di', 'situs', 'dieng', '?']","['Situs', 'Dieng', 'yang', 'ditemukan', 'tahun', '1937', 'oleh', 'seorang', 'arkeolog', 'Belanda', 'berupa', 'sebuah', 'dataran', 'yang', 'dikelilingi', 'Bukit', 'Perahu', 'dan', 'Pengapon', '.', 'Pada', 'dataran', 'itu', 'ditemukan', 'bangunan-bangunan', 'suci', '(', 'percandian', ')', 'bagi', 'umat', 'Hindu', 'dan', 'profan', '.', 'Bangunan', 'tersebut', 'sebagian', 'besar', 'runtuh', ',', 'sebagian', 'lagi', 'masih', 'terpendam', 'dan', 'baru', 'sebagian', 'kecil', 'yang', 'ditemukan', '.', 'Bangunan', 'candi', 'itu', 'antara', 'lain', 'Candi', 'Semar', ',', 'Srikandi', ',', 'Bima', ',', 'Puntadewa', ',', 'dan', 'Candi', 'Arjuna', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Dimanakah', 'aksi', 'protes', 'Nelayan', 'Tuna', 'di', 'Benoa', ',', 'Agustus', '2005', 'lalu', 'terjadi', '?']","['Denpasar', ',', 'Kompas', '-', 'Setelah', 'sempat', 'melakukan', 'aksi', 'mogok', 'tidak', 'melaut', ',', 'menutupi', 'arus', 'lalu', 'lintas', ',', 'dan', 'memadati', 'Pelabuhan', 'Benoa', ',', 'Denpasar', ',', 'Bali', ',', 'sebagai', 'protes', 'atas', 'kenaikan', 'harga', 'bahan', 'bakar', 'solar', 'untuk', 'industri', 'dari', 'Rp', '2.200', 'menjadi', 'Rp', '5.480', ',', 'awal', 'Agustus', 'lalu', 'sekitar', '150', 'kapal', 'dari', '700', 'kapal', 'nelayan', 'tuna', 'kini', 'kembali', 'beroperasi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'nama', 'perusahaan', 'di', 'Desa', 'Muara', 'Kelian', ',', 'Kecamatan', 'Long', 'Iram', ',', 'yang', 'memiliki', 'kayu', 'olahan', 'ilegal', 'sejumlah', '7.380', 'meter', 'kubik', '?']","['Di', 'kampung', 'yang', 'sama', ',', 'polisi', 'juga', 'menyita', '4.675', 'meter', 'kubik', 'kayu', 'ilegal', 'berbagai', 'jenis', '.', 'Masih', 'di', 'Kampung', 'Tukul', ',', 'polisi', 'juga', 'menyita', 'kayu', 'log', 'olahan', 'berbagai', 'jenis', '2.830', 'meter', 'kubik', 'dari', 'PT', 'Adi', 'Putra', 'Bintang', '.', 'Kemudian', 'di', 'Desa', 'Muara', 'Kelian', ',', 'Kecamatan', 'Long', 'Iram', ',', 'polisi', 'menyita', '7.380', 'meter', 'kubik', 'kayu', 'log', 'olahan', 'berbagai', 'jenis', 'dari', 'PT', 'Jaya', 'Perkasa', 'Kalimantan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
"['Apa', 'media', 'yang', 'digunakan', 'untuk', 'rehabilitasi', 'terumbu', 'karang', 'di', 'Bali', '?']","['Media', 'yang', 'digunakan', 'untuk', 'rehabilitasi', 'terumbu', 'karang', 'saat', 'itu', 'berupa', 'ban', 'bekas', 'dan', 'beton', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
"['Apakah', 'nama', 'institusi', 'yang', 'memberikan', 'Penghargaan', 'Achmad', 'Bakrie', 'dan', 'Penghargaan', 'Khusus', 'Achmad', 'Bakrie', '?']","['Penghargaan', 'dari', 'Freedom', 'Institute', 'itu', 'diserahkan', 'oleh', 'Wakil', 'Presiden', 'Jusuf', 'Kalla', ',', 'Senin', '(', '15/8', ')', 'di', 'Jakarta', '.', 'Di', 'samping', 'trofi', ',', 'mereka', 'masing-masing', 'mendapat', 'uang', 'sebesar', 'Rp', '100', 'juta', '.']","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Siapakah', 'ketua', 'juri', 'di', 'UNESCO', 'yang', 'menilai', 'berbagai', 'usulan', 'tentang', 'warisan', 'dunia', '?']","['Sebenarnya', 'ada', '64', 'warisan', 'budaya', 'yang', 'diusulkan', 'berbagai', 'negara', 'untuk', 'diakui', 'sebagai', 'warisan', 'dunia', 'oleh', 'UNESCO', 'tahun', 'ini', '.', 'Akan', 'tetapi', ',', 'setelah', 'melalui', 'penilaian', 'para', 'juri', 'yang', 'bersidang', 'pada', '20-24', 'November', '2005', 'dengan', 'ketua', 'Putri', 'Basma', 'binti', 'Talal', 'dari', 'Jordania', ',', 'hanya', '43', 'yang', 'diakui', 'sebagai', 'warisan', 'budaya', 'oral', 'serta', 'nonbendawi', 'manusia', '(', 'intangible', 'cultural', 'heritage', 'of', 'humanity', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'judul', 'buku', 'yang', 'ditulis', 'Bill', 'Emmott', 'yang', 'menyatakan', 'bahwa', 'pada', 'awal', '1990', '-', 'an', ',', 'perekonomian', 'Jepang', 'sudah', 'melesu', '?']","['Matahari', 'itu', 'terbenam', 'juga', '!', 'Demikian', 'Bill', 'Emmott', 'menuliskan', 'lewat', 'bukunya', 'berjudul', '""', 'The', 'Sun', 'Also', 'Sets', '""', 'pada', '1989', '.', 'Buku', 'itu', 'ditulis', 'karena', 'pada', 'awal', '1990', '-', 'an', ',', 'perekonomian', 'Jepang', 'sudah', 'melesu', '.', 'Indeks', 'saham', 'Nikkei', ',', 'harga', 'rata-rata', '225', 'perusahaan', 'blue', 'chips', 'Jepang', 'tak', 'pernah', 'lagi', 'menyentuh', 'angka', '21.000', 'poin', ',', 'dan', 'kini', 'paling', 'tinggi', '12.000', 'poin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Milik', 'perusahaan', 'apakah', 'fasilitas', 'anjungan', 'minyak', 'bernama', 'Diamond', 'Offshore', 'Drilling', 'Incorporated', '?']","['Awal', 'pekan', 'ini', 'fasilitas', 'anjungan', 'minyak', 'bernama', 'Diamond', 'Offshore', 'Drilling', 'Incorporated', '-', 'milik', 'Ocean', 'Warwick', '-', 'ditemukan', 'sekitar', '60', 'mil', '(', '96', 'km', ')', 'dari', 'posisi', 'semula', 'yang', 'ada', 'di', 'sekitar', 'Pulau', 'Dauphin', ',', 'di', 'pantai', 'Alabama', '.', 'Gambar', 'dari', 'anjungan', 'yang', 'ditemukan', 'itu', 'memperlihatkan', 'betapa', 'Topan', 'Katrina', 'memiliki', 'kekuatan', 'sangat', 'dahsyat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pada', 'tahun', 'kapankah', 'Situs', 'Dieng', 'ditemukan', '?']","['Situs', 'Dieng', 'yang', 'ditemukan', 'tahun', '1937', 'oleh', 'seorang', 'arkeolog', 'Belanda', 'berupa', 'sebuah', 'dataran', 'yang', 'dikelilingi', 'Bukit', 'Perahu', 'dan', 'Pengapon', '.', 'Pada', 'dataran', 'itu', 'ditemukan', 'bangunan-bangunan', 'suci', '(', 'percandian', ')', 'bagi', 'umat', 'Hindu', 'dan', 'profan', '.', 'Bangunan', 'tersebut', 'sebagian', 'besar', 'runtuh', ',', 'sebagian', 'lagi', 'masih', 'terpendam', 'dan', 'baru', 'sebagian', 'kecil', 'yang', 'ditemukan', '.', 'Bangunan', 'candi', 'itu', 'antara', 'lain', 'Candi', 'Semar', ',', 'Srikandi', ',', 'Bima', ',', 'Puntadewa', ',', 'dan', 'Candi', 'Arjuna', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Berapa', 'besar', 'iuran', 'bulanan', 'yang', 'ditagih', 'untuk', 'perawatan', 'PLTS', 'tiap', 'keluarga', 'di', 'Desa', 'Gayamharjo', ',', 'Yogyakarta', '?']","['Jika', 'ada', 'lampu', 'yang', 'tidak', 'menyala', 'lagi', ',', 'warga', 'bisa', 'menggantinya', 'dengan', 'lampu', 'TL', 'yang', 'dijual', 'di', 'pasar', 'umum', 'seharga', 'sekitar', 'Rp', '3.000', 'per', 'buah', '.', 'Di', 'Desa', 'Gayamharjo', ',', 'seluruh', 'biaya', 'perawatan', 'diambil', 'dari', 'iuran', 'bulanan', 'sebesar', 'Rp', '6.000', 'per', 'keluarga', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']"
"['Kalangan', 'anggota', 'apakah', 'yang', 'menolak', 'Wakil', 'Gubernur', 'Rudolf', 'Pardede', 'menggantikan', 'Gubernur', 'Tengku', 'Rizal', 'Nurdin', '?']","['Medan', ',', 'Kompas', '-', 'Kalangan', 'anggota', 'Dewan', 'Perwakilan', 'Rakyat', 'Daerah', 'Sumatera', 'Utara', 'menolak', 'Wakil', 'Gubernur', 'Rudolf', 'Pardede', 'menggantikan', 'Gubernur', 'Tengku', 'Rizal', 'Nurdin', 'yang', 'meninggal', 'akibat', 'kecelakaan', 'pesawat', 'Mandala', 'Airlines', 'di', 'kawasan', 'Padang', 'Bulan', ',', 'Medan', ',', 'Senin', '(', '5/9', ')', 'lalu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Siapakah', 'nama', 'kanselir', 'Jerman', '?']","['Partai', 'Kiri-PDS', 'merupakan', 'bentukan', 'baru', 'menjelang', 'pemilu', '18', 'September', '2005', ',', 'sebagai', 'reaksi', 'terhadap', '""', 'kegagalan', '""', 'partai-partai', 'yang', 'ada', 'untuk', 'meneruskan', 'tradisi', 'kekirian', '.', 'Lafontaine', 'sebelumnya', 'merupakan', 'anggota', 'Partai', 'Demokratik', 'Sosial', '(', 'SPD', ')', 'pimpinan', 'Kanselir', 'Gerhard', 'Schroeder', '.', 'Namun', ',', 'ia', 'kemudian', 'membelot', 'karena', 'kecewa', 'terhadap', 'kinerja', 'SPD', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'nama', 'latin', 'untuk', 'bunga', 'bangkai', '?']","['Belum', 'lagi', 'fauna', 'seperti', 'bunga', 'bangkai', '(', 'Amorpophalus', 'titanum', ')', 'dan', 'kantung', 'semar', '(', 'Nephentes', 'ampularia', ')', '.', 'Eksistensi', 'flora', 'dan', 'fauna', 'ini', 'juga', 'terancam', 'karena', 'berkurangnya', 'hutan-hutan', 'asli', 'Sumatera', 'sejak', 'tahun', '1980', '-', 'an', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['apakah', 'singkatan', 'hama', 'GAS']","['Jakarta', ',', 'Kompas', '-', 'Otoritas', 'Karantina', 'Australia', 'atau', 'AQIS', 'telah', 'meminta', 'agar', 'pelabuhan', 'di', 'Indonesia', 'yang', 'digunakan', 'untuk', 'mengirim', 'peti', 'kemas', 'harus', 'bebas', 'hama', 'Giant', 'African', 'Snail', 'atau', 'sejenis', 'bekicot', '.', 'Peti', 'kemas', 'yang', 'akan', 'digunakan', 'juga', 'harus', 'difumigasi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apakah', 'nama', 'badan', 'tertinggi', 'perumus', 'kebijakan', 'Palestina', '?']","['Moussa', 'Arafat', 'adalah', 'pendiri', 'gerakan', 'Fatah', 'yang', 'pernah', 'berkuasa', 'dan', 'merupakan', 'pejabat', 'tinggi', 'Dewan', 'Revolusioner', 'Fatah', ',', 'badan', 'tertinggi', 'perumus', 'kebijakan', 'Palestina', '.', 'Dewan', 'ini', 'dijadwalkan', 'akan', 'menggelar', 'pertemuan', 'pada', 'Rabu', 'malam', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['kapan', 'The', 'Wall', 'Street', 'Journal', 'memuat', 'komentar', 'Michael', 'Rubin', 'yang', 'menyatakan', 'bahwa', 'rakyat', 'Irak', 'telah', 'yakin', 'akan', 'masa', 'depannya', 'dilihat', 'dari', 'hasil', 'pemilu']","['Kemarin', ',', 'Rabu', 'tanggal', '19', 'Oktober', '2005', ',', 'Saddam', 'Hussein', ',', 'mantan', 'orang', 'kuat', 'di', 'Irak', ',', 'diadili', '.', 'Empat', 'hari', 'sebelumnya', ',', '15', 'Oktober', '2005', ',', 'Irak', 'menggelar', 'referendum', 'terhadap', 'rancangan', 'konstitusi', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Lembaga', 'apakah', 'yang', 'mencatat', 'jumlah', 'suku', 'bangsa', 'di', 'Aceh', '?']","['Lembaga', 'Sejarah', 'dan', 'Purbakala', 'Departemen', 'P', 'dan', 'K', '(', '1980', ')', 'mencatat', 'ada', '11', 'suku', 'bangsa', 'di', 'Aceh', ',', 'yaitu', 'Aceh', ',', 'Gayo', ',', 'Alas', ',', 'Tamiang', ',', 'Singkil', ',', 'Aneuk', 'Jamee', ',', 'Kuet', ',', 'Pulau', ',', 'Jawa', ',', 'Batak', ',', 'serta', 'campuran', 'Aceh', 'dan', 'Aneuk', 'Jamee', '.', 'Dari', '11', 'suku', 'bangsa', 'ini', ',', 'Jawa', 'dan', 'Batak', 'adalah', 'suku', 'bangsa', 'pendatang', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Departemen', 'apakah', 'yang', 'dipimpin', 'oleh', 'Jusuf', 'Anwar', '?']","['Sidang', 'itu', 'dihadiri', 'Wakil', 'Presiden', 'Jusuf', 'Kalla', ',', 'Gubernur', 'Bank', 'Indonesia', 'Burhanuddin', 'Abdullah', ',', 'Menko', 'Perekonomian', 'Aburizal', 'Bakrie', ',', 'dan', 'Sekretaris', 'Jenderal', 'Departemen', 'Keuangan', 'JB', 'Kristiadi', 'yang', 'mewakili', 'Menteri', 'Keuangan', 'Jusuf', 'Anwar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kapan', 'pesawat', 'Kolombia', 'McDonnell-Douglas', 'MD', '-', '82', 'jatuh', 'di', 'Venezuela', '?']","['Caracas', ',', 'Rabu', '-', 'Sebuah', 'pesawat', 'Kolombia', 'jatuh', 'di', 'Venezuela', ',', 'Selasa', '(', '16/8', ')', ',', 'beberapa', 'saat', 'setelah', 'terjadi', 'kerusakan', 'mesin', ',', 'menewaskan', '152', 'penumpang', 'berkebangsaan', 'Perancis', 'dan', 'delapan', 'awak', 'berkebangsaan', 'Kolombia', '.', 'Ini', 'merupakan', 'kecelakaan', 'pesawat', 'keempat', 'terbesar', 'dalam', 'dua', 'pekan', 'terakhir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Provinsi', 'apakah', 'yang', 'pada', 'PIN', 'polio', 'putaran', 'pertama', 'mencapai', 'cakupan', 'sebesar', '103', 'persen']","['Provinsi-provinsi', 'yang', 'mencapai', 'cakupan', 'lebih', 'dari', '100', 'persen', 'berdasarkan', 'proyeksi', 'provinsi', 'ada', 'delapan', 'provinsi', ',', 'yaitu', 'Riau', '(', '103', 'persen', ')', ',', 'Sumatera', 'Selatan', '(', '100', ',', '1', 'persen', ')', ',', 'DKI', 'Jakarta', '(', '111', ',', '5', 'persen', ')', ',', 'Jawa', 'Timur', '(', '100', ',', '1', 'persen', ')', ',', 'Sulawesi', 'Utara', '(', '111', ',', '6', 'persen', ')', ',', 'Sulawesi', 'Tengah', '(', '101', ',', '4', 'persen', ')', ',', 'Bali', '(', '102', ',', '4', 'persen', ')', ',', 'dan', 'Nusa', 'Tenggara', 'Barat', '(', '109', ',', '4', 'persen', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Siapa', 'nama', 'Gubernur', 'Sucumbios', 'yang', 'turut', 'turun', 'ke', 'jalan', 'dalam', 'memimpin', 'aksi', 'protes', 'terhadap', 'perusahaan', '?']","['Gubernur', 'Sucumbios', ',', 'Guillermo', 'Munoz', ',', 'juga', 'turut', 'turun', 'ke', 'jalan', 'dan', 'malah', 'memimpin', 'aksi', 'protes', 'itu', '.', 'Pekerja', 'di', 'perusahaan', 'minyak', 'juga', 'turut', 'mogok', '.', 'Mereka', 'melakukan', 'itu', 'untuk', 'memaksa', 'pemerintah', 'merundingkan', 'pembagian', 'rezeki', 'minyak', '.']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Siapakah', 'presiden', 'Venezuela', 'saat', 'ini', '?', '?']","['Caracas', ',', 'Jumat', '-', 'Presiden', 'Venezuela', 'Hugo', 'Chavez', ',', 'Jumat', '(', '26/8', ')', 'di', 'Caracas', ',', 'mengatakan', ',', 'Presiden', 'Amerika', 'Serikat', 'George', 'W', 'Bush', 'bertanggung', 'jawab', 'jika', 'terjadi', 'sesuatu', 'pada', 'dirinya', '.', 'Hal', 'itu', 'dia', 'katakan', 'karena', 'evangelis', 'televisi', 'di', 'AS', ',', 'Pat', 'Robertson', ',', 'berharap', 'Chavez', 'dibunuh', 'karena', 'merupakan', 'ancaman', 'pada', 'AS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'nama', 'topan', 'yang', 'melanda', 'pesisir', 'timur', 'China', '12', 'September', '2005', '?']","['Shanghai', ',', 'Senin', '-', 'Topan', 'Khanun', 'melanda', 'pesisir', 'timur', 'China', ',', 'menewaskan', 'setidaknya', '14', 'orang', 'dan', 'meratakan', 'ribuan', 'rumah', '.', 'Korban', 'tewas', 'diperkirakan', 'akan', 'bertambah', 'sebab', 'setidaknya', 'ada', 'delapan', 'penduduk', 'yang', 'dinyatakan', 'hilang', '.', 'Saat', 'ini', 'ratusan', 'ribu', 'orang', 'terpaksa', 'mengungsi', 'untuk', 'menghindari', 'amuk', 'topan', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'nama', 'koran', 'tempat', 'Judith', 'Miller', 'bekerja', '?']","['Sedangkan', 'wartawati', 'New', 'York', 'Times', 'Judith', 'Miller', ',', 'yang', 'sempat', 'mendekam', 'di', 'penjara', 'selama', '85', 'hari', 'karena', 'tidak', 'bersedia', 'mengungkapkan', 'jati', 'diri', 'narasumbernya', ',', 'akhirnya', 'memberi', 'kesaksian', 'di', 'depan', 'sidang', 'dan', 'menyebutkan', 'penasihat', 'utama', 'Dick', 'Cheney', ',', 'Lewis', 'Libby', ',', 'sebagai', 'narasumbernya', '.']","['O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
